Indice;Problema_Original;Solucao_Referencia;Raciocinio_Gerado_Pelo_Modelo
10;\nSeja $h$ a função, de domínio $\mathbb{R}$, definida por\n$h(x) = \frac{\ln \sqrt{e^x}}{2}$ ($\ln$ designa logaritmo de base $e$)\nQual das seguintes expressões pode também definir $h$?\nOpções:\nA) $\sqrt{x}$\nB) $\frac{x}{2}$\nC) $\frac{x}{4}$\nD) $\frac{\sqrt{x}}{2}$\n;C;C
11;\nSeja $\Omega$ o espaço de resultados associado a uma certa experiência aleatória.\nSejam $A$ e $B$ dois acontecimentos ($A \subset \Omega$ e $B \subset \Omega$).\nSabe-se que $P(A) = 0.3$\nApenas um dos acontecimentos seguintes pode ter probabilidade inferior a 0.3. Qual deles?\nOpções:\nA) $A \cup B$\nB) $\overline{A} \cup B$\nC) $A \cap B$\nD) $\overline{A\cap B}$\n;C;C
12;Documento table1:\n{'headers': ['$x_i$', '0', '1'], 'rows': [{'$x_i$': '$P (X = x_i)$', '0': '$\\frac{{^{2005}}C_{99}}{{^{2006}}C_{100}}$', '1': '$\\frac{a}{{^{2006}}C_{100}}$'}]}\nUma variável aleatória $X$ tem a seguinte distribuição de probabilidades:\nIndique o valor de $a$.\nOpções:\nA) ${^{2005}}C_{99}$\nB) ${^{2005}}C_{100}$\nC) ${^{2006}}C_{99}$\nD) ${^{2006}}C_{100}$\n;B;D
13;\nQuatro raparigas e quatro rapazes entram num autocarro, no qual existem seis lugares sentados, ainda não ocupados.\nDe quantas maneiras diferentes podem ficar ocupados esses seis lugares, supondo que ficam dois rapazes em pé?\nOpções:\nA) 3560\nB) 3840\nC) 4180\nD) 4320\n;D;D
14;\nIdentifique o valor de $\lim_{x \to 2^{+}} \frac{1}{4-x^2}$\nOpções:\nA) 0\nB) 1\nC) $+\infty$\nD) $-\infty$\n;D;C
15;\nSabendo que:\n$\ln(x) - \ln(e^{1/3}) > 0$ ($\ln$ designa logaritmo na base $e$ ),\num valor possível para $x$ é:\nOpções:\nA) 0\nB) -1\nC) 1\nD) 2\n;D;D
16;\nSeja $f$ uma função de domínio $\mathbb{R}$.\nSabe-se que 3 é um zero da função $f$.\nSeja $g$ a função definida por $g(x) = f(x − 1) + 4$, para qualquer número real $x$.\nQual dos seguintes pontos pertence garantidamente ao gráfico da função $g$?\nOpções:\nA) (2,4)\nB) (4,4)\nC) (4,8)\nD) (1,7)\n;B;B
17;\nAs cinco letras da palavra TIMOR foram pintadas, cada uma em sua bola.\nAs cinco bolas, indistinguíveis ao tacto, foram introduzidas num saco.\nExtraem-se, aleatoriamente, as bolas do saco, sem reposição, e colocam-se em fila, da esquerda para a direita.\nQual é a probabilidade de que, no final do processo, fique formada a palavra TIMOR, sabendo-se que, ao fim da terceira extracção, estava formada a sucessão de letras TIM?\nOpções:\nA) 0\nB) $\frac{1}{3}$\nC) $\frac{1}{2}$\nD) 1\n;C;C
18;\nQual das opções seguintes apresenta duas raízes quadradas de um mesmo número complexo?\nOpções:\nA) 1 e $i$\nB) -1 e $i$\nC) 1-$i$ e 1+$i$\nD) 1-$i$ e -1+$i$\n;D;D
19;\nSeja $f: [0, 2\pi] \rightarrow \mathbb{R}$ a função definida por $f(x) = 3 - 2 cos x$.\nIndique o valor de $x$ para o qual $f(x)$ é máximo.\nOpções:\nA) 0\nB) $\frac{\pi}{2}$\nC) $\pi$\nD) $\frac{3\pi}{2}$\n;C;A
20;\nLançaram-se dois dados, ambos com as faces numeradas de um a seis. Sabe-se que a soma dos números saídos foi quatro.\nQual é a probabilidade de ter saído o mesmo número, em ambos os dados?\nOpções:\nA) $\frac{1}{5}$\nB) $\frac{1}{4}$\nC) $\frac{1}{3}$\nD) $\frac{1}{2}$\n;C;B
21;\nO João e a Maria convidaram três amigos para irem, com eles, ao cinema. Compraram cinco bilhetes com numeração seguida, numa determinada fila, e distribuíram-nos ao acaso.\nQual é a probabilidade de o João e a Maria ficarem sentados um ao lado do outro?\nOpções:\nA) $\frac{1}{5}$\nB) $\frac{2}{5}$\nC) $\frac{3}{5}$\nD) $\frac{4}{5}$\n;B;B
22;\nSeja $\Omega$ o espaço de resultados associado a uma certa experiência aleatória, e sejam $A$ e $B$ dois acontecimentos ($A\subset\Omega$ e $B\subset\Omega$). Sabe-se que:\n$P(A\cup B) = 80\%$\n$P(B) = 60\%$\n$P(A \cap B) = 10\%$\nQual é o valor de $P(A)$?\nOpções:\nA) 10%\nB) 20%\nC) 30%\nD) 40%\n;C;C
23;"\nAdmita que a variável peso, expressa em gramas, das maçãs de um pomar é bem modelada por uma distribuição normal $\mathcal{N} (60; 5)$, em que 60 é o valor médio e 5 é o valor do desvio-padrão da distribuição.\nRetira-se, ao acaso, uma dessas maçãs.\nConsidere os acontecimentos:\nA: ""o peso da maçã retirada é superior a 66 gramas""\nB: ""o peso da maçã retirada é inferior a 48 gramas""\nQual das seguintes afirmações é verdadeira?\nOpções:\nA) $P(A) = P(B)$\nB) $P(A) < P(B)$\nC) $P(B) < P(A)$\nD) $P(A) + P(B) = 1$\n";C;B
24;\nSeja $a$ um número real maior do que 1.\nQual dos seguintes valores é igual a $2\log_a(a^{1/3})$?\nOpções:\nA) $-\frac{2}{3}$\nB) $-\frac{1}{3}$\nC) $\frac{1}{3}$\nD) $\frac{2}{3}$\n;D;D
25;\nSeja $z = 3i$ um número complexo.\nQual dos seguintes valores é um argumento de $z$?\nOpções:\nA) 0\nB) $\frac{1}{2} \pi$\nC) $\pi$\nD) $\frac{3}{2} \pi$\n;B;B
26;\nAo disputar um torneio de tiro ao alvo, o João tem de atirar sobre o alvo quatro vezes. Sabe-se que, em cada tiro, a probabilidade de o João acertar no alvo é $0,8$.\nQual é a probabilidade de o João acertar sempre no alvo, nas quatro vezes em que tem de atirar?\nOpções:\nA) $0,0016$\nB) $0,0064$\nC) $0,0819$\nD) $0,4096$\n;D;D
27;"\nUma caixa A contém duas bolas verdes e uma bola amarela. Outra caixa B contém uma bola verde e três bolas amarelas. As bolas colocadas nas caixas A e B são indistinguíveis ao tacto.\nLança-se um dado cúbico perfeito, com as faces numeradas de 1 a 6. Se sair o número 5, tira-se uma bola da caixa A; caso contrário, tira-se uma bola da caixa B.\nQual é a probabilidade de a bola retirada ser verde, sabendo que saiu o número 5 no lançamento do dado?\nOpções:\nA) $\frac{1}{4}$\nB) $\frac{1}{3}$\nC) $\frac{3}{7}$\nD) $\frac{2}{3}$\n";D;D
28;\nUma linha do Triângulo de Pascal tem quinze elementos.\nQuantos elementos dessa linha são inferiores a 100?\nOpções:\nA) 3\nB) 4\nC) 6\nD) 8\n;C;C
29;\nSeja $z$ um número complexo de argumento $\frac{\pi}{6}$.\nQual dos seguintes valores é um argumento de $(-z)$?\nOpções:\nA) $\frac{-\pi}{6}$\nB) $\frac{5\pi}{6}$\nC) $\pi$\nD) $\frac{7\pi}{6}$\n;D;A
30;\nSeja $\Omega$ o espaço de resultados associado a uma certa experiência aleatória. Sejam A e B dois acontecimentos ($A \subset \Omega$ e $B \subset \Omega$).\nSabe-se que:\n• $P(A) = 0,3$\n• $P(B) = 0,4$\n• $P(A \cup B) = 0,5$\n(P designa probabilidade.)\nQual é a probabilidade de se realizar A, sabendo que B se realiza?\nOpções:\nA) $\frac{1}{6}$\nB) $\frac{1}{4}$\nC) $\frac{1}{3}$\nD) $\frac{1}{2}$\n;D;D
31;Documento tabela_1:\n{'headers': ['$x_i$', '4', '5', '6'], 'rows': [['$P(X = x_i)$', '$\\frac{k}{8}$', '$\\frac{1}{4}$', '$\\frac{k}{4}$']]}\nConsidere uma variável aleatória $X$, cuja distribuição de probabilidades é dada pela tabela seguinte.\nQual é o valor de $k$?\nOpções:\nA) 1\nB) 2\nC) 3\nD) 4\n;B;B
32;"\nSeja $x$ um número real positivo.\nQual das expressões seguintes é igual a $e^{4 \ln x}-10^{2 \log x}$?\n($\ln$ designa logaritmo de base $e$; $\log$ designa logaritmo de base 10.)\nOpções:\nA) $\ln x^4 - \log x^2$\nB) $x^4 + x^2$\nC) $x^4 - x^2$\nD) $\frac{\ln x^4}{\log x^2}$\n";C;C
33;Documento funcao_f:\n$f(x) = \begin{cases} log_2(k+x) &\text{se } x\geq 0 \\ \frac{sen(2x)}{x} &\text{se } x < 0 \end{cases}$\nPara um certo número real positivo $k$, é contínua a função $f$, de domínio $\mathbb{R}$, definida por: [Ver documento]\nQual é o valor de $k$?\nOpções:\nA) 1\nB) 2\nC) 3\nD) 4\n;D;D
34;\nSeja $z$ um número complexo, em que um dos argumentos é $\frac{\pi}{3}$.\nQual dos valores seguintes é um argumento de $\frac{2i}{\overline{z}}$, sendo $\overline{z}$ o conjugado de $z$?\nOpções:\nA) $\frac{\pi}{6}$\nB) $\frac{2}{3}\pi$\nC) $\frac{5}{6}\pi$\nD) $\frac{7}{6}\pi$\n;C;C
35;\nA Maria gravou nove CD, sete com música rock e dois com música popular, mas esqueceu-se de identificar cada um deles.\nQual é a probabilidade de, ao escolher dois CD ao acaso, um ser de música rock e o outro ser de música popular?\nOpções:\nA) $\frac{7}{36}$\nB) $\frac{1}{4}$\nC) $\frac{2}{9}$\nD) $\frac{7}{18}$\n;D;A
36;\nAdmita que um estudante tem de realizar dois testes no mesmo dia. A probabilidade de ter classificação positiva no primeiro teste é 0,7, a de ter classificação positiva no segundo teste é 0,8, e a de ter classificação negativa em ambos os testes é 0,1.\nQual é a probabilidade de o estudante ter negativa no segundo teste, sabendo que teve negativa no primeiro teste?\nOpções:\nA) $\frac{1}{8}$\nB) $\frac{1}{7}$\nC) $\frac{1}{3}$\nD) $\frac{1}{2}$\n;C;C
37;\nUma certa linha do Triângulo de Pascal é constituída por todos os elementos da forma $^{14}C_p$.\nEscolhido, ao acaso, um elemento dessa linha, qual é a probabilidade de ele ser o número 14?\nOpções:\nA) $\frac{1}{15}$\nB) $\frac{1}{14}$\nC) $\frac{2}{15}$\nD) $\frac{4}{15}$\n;C;C
38;\nSeja a função $f$, de domínio $\mathbb{R}$, definida por $f(x) = e^{x+1}$.\nQual dos pontos seguintes pertence ao gráfico de $f$?\n($\ln$ designa logaritmo de base $e$.)\nOpções:\nA) $(-1, 0)$\nB) $(\ln 2, 2e)$\nC) $(\ln 5, 6)$\nD) $(-2, e)$\n;B;B
39;\nSeja $k$ um número real, e $z_1 = (k – i) (3 – 2i)$ um número complexo.\nQual é o valor de $k$, para que $z_1$ seja um número imaginário puro?\nOpções:\nA) $-\frac{3}{2}$\nB) $-\frac{2}{3}$\nC) $\frac{2}{3}$\nD) $\frac{3}{2}$\n;C;C
40;"\nSeja $\Omega$ o espaço de resultados associado a uma certa experiência aleatória, e sejam A e B dois acontecimentos ($A \subset \Omega \text{ e } B \subset \Omega$).\nSabe-se que:\n* $P(A) = 30\%$;\n* $P(A \cup B) = 70\%$;\n* A e B são incompatíveis.\nQual é o valor de P(B)?\nOpções:\nA) 21%\nB) 40%\nC) 60%\nD) 61%\n";B;B
41;\nNum grupo de dez trabalhadores de uma fábrica, vão ser escolhidos três, ao acaso, para frequentarem uma acção de formação. Nesse grupo de dez trabalhadores, há três amigos, o João, o António e o Manuel, que gostariam de frequentar essa acção.\nQual é a probabilidade de serem escolhidos, exactamente, os três amigos?\nOpções:\nA) $\frac{1}{^{10}A_3}$\nB) $\frac{3}{^{10}A_3}$\nC) $\frac{1}{^{10}C_3}$\nD) $\frac{3}{^{10}C_3}$\n;C;C
42;Documento tabela_1:\n{'headers': ['$x_i$', '0', '1', '2', '3'], 'rows': [['$P(X = x_i)$', '$\\frac{1}{5}$', '$\\frac{1}{2}$', '$2a$', '$a$']]}\nA tabela de distribuição de probabilidades de uma variável aleatória X é a seguinte.\nOpções:\nA) $P(X = 0) = P(X > 1)$\nB) $P(X = 0) = P(X = 2)$\nC) $P(X = 0) = P(X = 3)$\nD) $P(X < 2) = P(X = 3)$\n;B;B
43;\nEm $\mathbb{C}$, conjunto dos números complexos, considere $z = 3 cis(\frac{\pi}{8} - \theta)$, com $\theta \in \mathbb{R}$.\nPara qual dos valores seguintes de $\theta$ podemos afirmar que $z$ é um número imaginário puro?\nOpções:\nA) $\frac{-\pi}{2}$\nB) $\frac{\pi}{2}$\nC) $\frac{\pi}{8}$\nD) $\frac{5\pi}{8}$\n;D;D
44;\nUma caixa contém bolas indistinguíveis ao tacto e de duas cores diferentes: azul e roxo.\nSabe-se que:\n• o número de bolas azuis é 8\n• extraindo-se, ao acaso, uma bola da caixa, a probabilidade de ela ser azul é igual a $\frac{1}{2}$\nQuantas bolas roxas há na caixa?\nOpções:\nA) 16\nB) 12\nC) 8\nD) 4\n;C;C
45;\nConsidere todos os números de cinco algarismos que se podem formar com os algarismos 5, 6, 7, 8 e 9.\nDe entre estes números, quantos têm, exactamente, três algarismos 5?\nOpções:\nA) ${}^5C_3 \times {}^4A_2$\nB) ${}^5C_3\times 4^2$\nC) ${}^5A_3 \times 4^2$\nD) ${}^5A_3 \times {}^4C_2$\n;B;A
46;\nNa sequência seguinte, reproduzem-se os três primeiros elementos e os três últimos elementos de uma linha do Triângulo de Pascal.\n1 15 105 ... 105 15 1\nSão escolhidos, ao acaso, dois elementos dessa linha.\nQual é a probabilidade de a soma desses dois elementos ser igual a 105?\nOpções:\nA) 1\nB) $\frac{1}{60}$\nC) $\frac{1}{120}$\nD) 0\n;D;D
47;\nConsidere a função $g$, de domínio $\mathbb{R}$, definida por\n$g(x) = \begin{cases} e^x & \text{se } x \leq 0 \\ \ln x & \text{se } x > 0 \end{cases}$\nConsidere a sucessão de termo geral $u_n = \frac{1}{n}$\nQual é o valor de $\lim_{n\to+\infty} g(u_n)$?\nOpções:\nA) $+\infty$\nB) $1$\nC) $0$\nD) $-\infty$\n;D;B
48;\nSeja $\Omega$ o espaço de resultados associado a uma certa experiência aleatória.\nSejam A e B dois acontecimentos ($A \subset \Omega$ e $B \subset \Omega$) independentes, com $P(A)\neq0$\nQual das afirmações seguintes é necessariamente verdadeira?\nOpções:\nA) $P(A) + P(B) = 1$\nB) $P(A\cup B) = P(A) + P(B)$\nC) $P(A) \neq P(B)$\nD) $P(B|A) = P(B)$\n;D;D
49;\nSeja $f$ uma função de domínio $[0, +\infty[$, definida por\n$f(x) = \begin{cases} 2^x-9 & \text{se } 0\leq x<5 \\ \frac{1-e^x}{x} & \text{se } x\geq5 \end{cases}$\nEm qual dos intervalos seguintes o teorema de Bolzano permite garantir a existência de, pelo menos, um zero da função $f$?\nOpções:\nA) $]0,1[$\nB) $]1,4[$\nC) $]4,6[$\nD) $]6,7[$\n;B;B
